seqnames	start	end	width	strand	Median
10	14000001	15000000	1000000	*	-0.0245329963002039
10	15000001	16000000	1000000	*	-0.0858729765262463
10	16000001	17000000	1000000	*	-0.100626224727064
10	19000001	20000000	1000000	*	-0.0133461616970669
10	20000001	21000000	1000000	*	-0.0292904216356456
10	21000001	22000000	1000000	*	-0.0521285254939678
10	22000001	23000000	1000000	*	0.00558669198048718
10	23000001	24000000	1000000	*	0.0303644793130674
10	24000001	25000000	1000000	*	0.0229443196128646
10	25000001	26000000	1000000	*	-0.0744354130057642
10	26000001	27000000	1000000	*	0.00743104581592289
10	27000001	28000000	1000000	*	-0.0284042586661427
10	28000001	29000000	1000000	*	-0.0221585209134037
10	29000001	30000000	1000000	*	-0.0154628915141211
10	30000001	31000000	1000000	*	-0.143434476164918
10	31000001	32000000	1000000	*	-0.0500709309897767
10	32000001	33000000	1000000	*	-0.165388517807195
10	33000001	34000000	1000000	*	-0.013973423580315
10	34000001	35000000	1000000	*	-0.0253510096046946
10	35000001	36000000	1000000	*	-0.0269249846110206
10	36000001	37000000	1000000	*	-0.0158828918012112
10	37000001	38000000	1000000	*	NA
10	43000001	44000000	1000000	*	0.0419600523851656
10	44000001	45000000	1000000	*	0.03649630102638
10	45000001	46000000	1000000	*	-0.0461470525719708
10	50000001	51000000	1000000	*	0.0691003449417063
10	52000001	53000000	1000000	*	0.0186546776531825
10	53000001	54000000	1000000	*	0.0185789035736899
10	54000001	55000000	1000000	*	NA
10	55000001	56000000	1000000	*	0.0945124619185281
10	56000001	57000000	1000000	*	-0.046679263480177
10	57000001	58000000	1000000	*	-0.0372794367880134
10	58000001	59000000	1000000	*	0.0688134003181518
10	59000001	60000000	1000000	*	0.0105250283823285
10	60000001	61000000	1000000	*	NA
10	61000001	62000000	1000000	*	NA
10	62000001	63000000	1000000	*	0.0800451466041299
10	63000001	64000000	1000000	*	-0.159733310384139
10	64000001	65000000	1000000	*	NA
10	65000001	66000000	1000000	*	-0.107813892021237
10	66000001	67000000	1000000	*	-0.0255184234413345
10	67000001	68000000	1000000	*	-0.0482521019785487
10	68000001	69000000	1000000	*	0.00249056244741188
10	69000001	70000000	1000000	*	-0.0801422696952936
10	70000001	71000000	1000000	*	-0.180744856556997
10	71000001	72000000	1000000	*	-0.0356148700224451
10	72000001	73000000	1000000	*	0.0809491574893681
10	73000001	74000000	1000000	*	0.117368694126541
10	74000001	75000000	1000000	*	-0.140444732115873
10	75000001	76000000	1000000	*	-0.0719496525304337
10	76000001	77000000	1000000	*	-0.0606240255862627
10	77000001	78000000	1000000	*	0.067515183356413
10	78000001	79000000	1000000	*	0.104055256817892
10	79000001	80000000	1000000	*	0.070906857289517
10	80000001	81000000	1000000	*	0.105467501398423
10	82000001	83000000	1000000	*	-0.0365440893333685
10	83000001	84000000	1000000	*	-0.0127523093725725
10	84000001	85000000	1000000	*	-0.0217945654808025
10	85000001	86000000	1000000	*	-0.0229483720321392
10	86000001	87000000	1000000	*	-0.0595965221850094
10	87000001	88000000	1000000	*	0.119599214572385
10	88000001	89000000	1000000	*	-0.0456209864916581
10	90000001	91000000	1000000	*	0.0891988504449845
10	91000001	92000000	1000000	*	0.0222860194062513
10	92000001	93000000	1000000	*	-0.0694615649369167
10	93000001	94000000	1000000	*	0.0351660486279066
10	94000001	95000000	1000000	*	-0.141386284877126
10	95000001	96000000	1000000	*	0.0353009894492057
10	96000001	97000000	1000000	*	-0.0446343081313912
10	97000001	98000000	1000000	*	-0.00823737687926597
10	98000001	99000000	1000000	*	-0.0501163188781017
10	99000001	100000000	1000000	*	-0.014823261077958
10	100000001	101000000	1000000	*	0.0282368899401574
10	101000001	102000000	1000000	*	0.0969901817169722
10	102000001	103000000	1000000	*	-0.0618163065978212
10	103000001	104000000	1000000	*	-0.0143089169846123
10	104000001	105000000	1000000	*	0.00524112365080768
10	105000001	106000000	1000000	*	0.0235023095088013
10	106000001	107000000	1000000	*	0.0781598316260593
10	107000001	108000000	1000000	*	0.0915088087371304
10	108000001	109000000	1000000	*	-0.00233319198058896
10	109000001	110000000	1000000	*	0.0174708671706322
10	110000001	111000000	1000000	*	-0.013110322412691
10	111000001	112000000	1000000	*	0.0598714980674423
10	112000001	113000000	1000000	*	0.0105948974007107
10	113000001	114000000	1000000	*	0.0474576008765649
10	114000001	115000000	1000000	*	-0.0523555372658513
10	115000001	116000000	1000000	*	-0.00655149585734158
10	116000001	117000000	1000000	*	NA
10	117000001	118000000	1000000	*	0.0141156665777435
10	118000001	119000000	1000000	*	-0.0073644296309472
10	119000001	120000000	1000000	*	0.065820245280431
10	120000001	121000000	1000000	*	0.0072281961543464
10	121000001	122000000	1000000	*	-0.0298525524052394
10	122000001	123000000	1000000	*	-0.00313540102628925
10	123000001	124000000	1000000	*	-0.0105710871649013
10	124000001	125000000	1000000	*	-0.0295098906596819
10	125000001	126000000	1000000	*	NA
10	126000001	127000000	1000000	*	-0.0324657260586557
10	127000001	128000000	1000000	*	0.191470286128465
10	129000001	130000000	1000000	*	-0.104940423450659
10	130000001	131000000	1000000	*	0.103695990698164
10	131000001	132000000	1000000	*	0.0284486569453696
10	132000001	133000000	1000000	*	0.0333318761069046
10	134000001	135000000	1000000	*	0.0752819790620698
11	1000001	2000000	1000000	*	NA
11	2000001	3000000	1000000	*	-0.0362048103497366
11	5000001	6000000	1000000	*	0.0129252687044069
11	6000001	7000000	1000000	*	-0.00750672295713387
11	7000001	8000000	1000000	*	-0.0123121719322912
11	8000001	9000000	1000000	*	0.0250851514791555
11	9000001	10000000	1000000	*	-0.07076945557434
11	10000001	11000000	1000000	*	0.0369209602459446
11	11000001	12000000	1000000	*	0.0642158303786458
11	12000001	13000000	1000000	*	0.0435406659728245
11	13000001	14000000	1000000	*	0.0751372172128288
11	14000001	15000000	1000000	*	-0.0141522970446799
11	15000001	16000000	1000000	*	0.0944904508343703
11	16000001	17000000	1000000	*	0.0815987796196908
11	17000001	18000000	1000000	*	0.0241455806525043
11	18000001	19000000	1000000	*	-0.0291573786506458
11	19000001	20000000	1000000	*	0.0946023335332255
11	20000001	21000000	1000000	*	-0.0740818758553765
11	21000001	22000000	1000000	*	0.0393345720561121
11	22000001	23000000	1000000	*	0.0483586219305372
11	23000001	24000000	1000000	*	0.0398037311303709
11	24000001	25000000	1000000	*	-0.00110450311198057
11	25000001	26000000	1000000	*	-0.0216293890828635
11	26000001	27000000	1000000	*	0.00416697141754385
11	27000001	28000000	1000000	*	0.089923353060871
11	28000001	29000000	1000000	*	-0.0039712846005843
11	29000001	30000000	1000000	*	0.017413079570066
11	30000001	31000000	1000000	*	0.0747502678340237
11	31000001	32000000	1000000	*	-0.0250628101572152
11	32000001	33000000	1000000	*	-0.102366300679511
11	33000001	34000000	1000000	*	0.0112224371846011
11	34000001	35000000	1000000	*	0.00962078456196375
11	35000001	36000000	1000000	*	0.175474960492111
11	36000001	37000000	1000000	*	0.0838768422252104
11	37000001	38000000	1000000	*	0.0619650860956401
11	38000001	39000000	1000000	*	-0.0312640692819596
11	39000001	40000000	1000000	*	-0.00336989288547944
11	40000001	41000000	1000000	*	0.000607970621198376
11	41000001	42000000	1000000	*	0.0541712075119408
11	42000001	43000000	1000000	*	0.0295264963635849
11	43000001	44000000	1000000	*	0.0275894279352187
11	44000001	45000000	1000000	*	-0.0135758431046667
11	45000001	46000000	1000000	*	0.161238808060829
11	46000001	47000000	1000000	*	0.00786115765450112
11	47000001	48000000	1000000	*	-0.200005642713807
11	55000001	56000000	1000000	*	-0.0388104377810351
11	56000001	57000000	1000000	*	0.000109397964160377
11	57000001	58000000	1000000	*	-0.017918529326728
11	58000001	59000000	1000000	*	0.0830452383739653
11	59000001	60000000	1000000	*	-0.0217057625439553
11	60000001	61000000	1000000	*	0.0146537306007726
11	61000001	62000000	1000000	*	0.0471696502289668
11	62000001	63000000	1000000	*	-0.079998625576989
11	63000001	64000000	1000000	*	-0.0527249331492866
11	64000001	65000000	1000000	*	-0.00224066108024425
11	65000001	66000000	1000000	*	-0.106189116019616
11	66000001	67000000	1000000	*	-0.180599645868775
11	68000001	69000000	1000000	*	0.0640975364885084
11	70000001	71000000	1000000	*	-0.0194266054929347
11	72000001	73000000	1000000	*	-0.137520385556543
11	73000001	74000000	1000000	*	0.00714065559305362
11	74000001	75000000	1000000	*	0.0750565330469735
11	75000001	76000000	1000000	*	-0.0297187563656526
11	76000001	77000000	1000000	*	-0.0442846295528608
11	77000001	78000000	1000000	*	-0.0224746969758148
11	78000001	79000000	1000000	*	0.0486765894409196
11	79000001	80000000	1000000	*	0.0419793087233294
11	80000001	81000000	1000000	*	0.00357082560263176
11	81000001	82000000	1000000	*	0.00902139679991894
11	82000001	83000000	1000000	*	0.02371584442973
11	83000001	84000000	1000000	*	0.0311492800216149
11	84000001	85000000	1000000	*	0.0113122119161949
11	85000001	86000000	1000000	*	-0.0415384913991614
11	86000001	87000000	1000000	*	0.0179368215265653
11	87000001	88000000	1000000	*	NA
11	88000001	89000000	1000000	*	0.0208718766501906
11	90000001	91000000	1000000	*	0.00767903797987262
11	91000001	92000000	1000000	*	0.0238165393928414
11	92000001	93000000	1000000	*	0.00616159405104386
11	93000001	94000000	1000000	*	0.0216433405979655
11	94000001	95000000	1000000	*	-0.122987992337524
11	95000001	96000000	1000000	*	0.0625456416550636
11	97000001	98000000	1000000	*	0.0222471829162778
11	98000001	99000000	1000000	*	-0.0419788301145375
11	99000001	100000000	1000000	*	-0.0224449895624039
11	100000001	101000000	1000000	*	-0.0440844011749389
11	101000001	102000000	1000000	*	-0.0584326382218007
11	102000001	103000000	1000000	*	0.0213739750952173
11	103000001	104000000	1000000	*	0.0264401361070275
11	104000001	105000000	1000000	*	0.0177794262221095
11	105000001	106000000	1000000	*	0.0382148790201499
11	106000001	107000000	1000000	*	-0.0188919470323909
11	107000001	108000000	1000000	*	0.00750906427332581
11	108000001	109000000	1000000	*	0.0114709410924085
11	109000001	110000000	1000000	*	0.0526106147868249
11	110000001	111000000	1000000	*	-0.0156036787069975
11	111000001	112000000	1000000	*	-0.00373599100695407
11	112000001	113000000	1000000	*	0.0144558683399357
11	113000001	114000000	1000000	*	-0.00119998193550444
11	114000001	115000000	1000000	*	0.0565183332759175
11	115000001	116000000	1000000	*	0.0502627251312712
11	116000001	117000000	1000000	*	0.046553741581482
11	117000001	118000000	1000000	*	0.0574699390943378
11	118000001	119000000	1000000	*	-0.0228127017371224
11	119000001	120000000	1000000	*	0.134857926753643
11	120000001	121000000	1000000	*	0.0403066114401865
11	121000001	122000000	1000000	*	0.0833412071037617
11	122000001	123000000	1000000	*	-0.0551997456504264
11	123000001	124000000	1000000	*	0.012480874725639
11	124000001	125000000	1000000	*	0.0894063838175597
11	125000001	126000000	1000000	*	-0.0626382337070808
11	126000001	127000000	1000000	*	0.0506502114146261
11	127000001	128000000	1000000	*	0.0673578920461936
11	128000001	129000000	1000000	*	0.0280290912819843
11	129000001	130000000	1000000	*	0.0380454913161404
11	130000001	131000000	1000000	*	0.0766825388340734
11	131000001	132000000	1000000	*	0.0795133669921129
11	132000001	133000000	1000000	*	0.115339736524715
11	133000001	134000000	1000000	*	0.0966328494617762
11	134000001	135000000	1000000	*	NA
12	1000001	2000000	1000000	*	-0.105897819076289
12	2000001	3000000	1000000	*	0.157699040708551
12	3000001	4000000	1000000	*	0.00481430513005177
12	4000001	5000000	1000000	*	0.0383635981972096
12	5000001	6000000	1000000	*	0.0855925308275388
12	6000001	7000000	1000000	*	NA
12	7000001	8000000	1000000	*	NA
12	10000001	11000000	1000000	*	-0.0130137262045372
12	11000001	12000000	1000000	*	0.07035827948119
12	12000001	13000000	1000000	*	-0.0571118150453387
12	13000001	14000000	1000000	*	0.0974439811166912
12	14000001	15000000	1000000	*	-0.0185115747220564
12	15000001	16000000	1000000	*	0.0285736969759686
12	16000001	17000000	1000000	*	0.0264686136862185
12	17000001	18000000	1000000	*	0.0530817635834899
12	18000001	19000000	1000000	*	-0.0256789612723574
12	19000001	20000000	1000000	*	-0.0878954351245968
12	20000001	21000000	1000000	*	-0.00918352100323546
12	21000001	22000000	1000000	*	0.0126413144246294
12	22000001	23000000	1000000	*	-0.132176137829123
12	23000001	24000000	1000000	*	-0.0239876348254295
12	24000001	25000000	1000000	*	0.0582547921978028
12	25000001	26000000	1000000	*	-0.0482578565644265
12	26000001	27000000	1000000	*	-0.0591365027923311
12	27000001	28000000	1000000	*	-0.0291244634366754
12	28000001	29000000	1000000	*	0.0375417303709638
12	29000001	30000000	1000000	*	-0.0280395497421487
12	30000001	31000000	1000000	*	-0.0960912380663436
12	31000001	32000000	1000000	*	-0.0872885872249891
12	32000001	33000000	1000000	*	-0.0985313710756255
12	33000001	34000000	1000000	*	-0.00262983847279412
12	38000001	39000000	1000000	*	-0.191915738167736
12	39000001	40000000	1000000	*	0.0307990729564087
12	40000001	41000000	1000000	*	0.00186987696678708
12	41000001	42000000	1000000	*	0.0189065626244169
12	42000001	43000000	1000000	*	0.0423557467710468
12	43000001	44000000	1000000	*	0.0012405607201996
12	44000001	45000000	1000000	*	0.0492974663671412
12	45000001	46000000	1000000	*	0.0503452864502961
12	46000001	47000000	1000000	*	-0.0714358600286123
12	47000001	48000000	1000000	*	0.0480283863991976
12	48000001	49000000	1000000	*	-0.0331057915098179
12	49000001	50000000	1000000	*	-0.0346776663349541
12	50000001	51000000	1000000	*	-0.0711910001242515
12	51000001	52000000	1000000	*	-0.223320368958324
12	52000001	53000000	1000000	*	0.025844402937167
12	53000001	54000000	1000000	*	-0.0340110609002578
12	54000001	55000000	1000000	*	0.0181372385333326
12	56000001	57000000	1000000	*	-0.102015572531517
12	57000001	58000000	1000000	*	-0.0692918941550606
12	58000001	59000000	1000000	*	-0.0220612066097812
12	59000001	60000000	1000000	*	-0.0538571730654067
12	60000001	61000000	1000000	*	0.0112123901266529
12	61000001	62000000	1000000	*	-0.064779825432014
12	62000001	63000000	1000000	*	-0.0171102429624318
12	63000001	64000000	1000000	*	-0.0490265402278114
12	64000001	65000000	1000000	*	-0.0509670476437132
12	65000001	66000000	1000000	*	0.0460182585745419
12	66000001	67000000	1000000	*	-0.00721298309620254
12	67000001	68000000	1000000	*	0.0491296917405305
12	68000001	69000000	1000000	*	0.0638945011810361
12	69000001	70000000	1000000	*	-0.117929893800364
12	70000001	71000000	1000000	*	0.0837682858781314
12	71000001	72000000	1000000	*	0.0514038667020616
12	72000001	73000000	1000000	*	0.0523235982524285
12	73000001	74000000	1000000	*	-0.00635298590504058
12	74000001	75000000	1000000	*	-0.00237212528513599
12	75000001	76000000	1000000	*	-0.0292365855540679
12	76000001	77000000	1000000	*	0.0409279715205965
12	77000001	78000000	1000000	*	0.0226327605718957
12	78000001	79000000	1000000	*	0.0696349053753636
12	79000001	80000000	1000000	*	0.0109105082054928
12	80000001	81000000	1000000	*	0.0446674299990282
12	81000001	82000000	1000000	*	0.0661118260310549
12	82000001	83000000	1000000	*	0.0117192765529853
12	83000001	84000000	1000000	*	-0.00218990574561502
12	84000001	85000000	1000000	*	0.00224199691084818
12	85000001	86000000	1000000	*	0.0135557141201051
12	86000001	87000000	1000000	*	0.0467973912773945
12	87000001	88000000	1000000	*	-0.0257333116972115
12	88000001	89000000	1000000	*	0.0617835773590931
12	89000001	90000000	1000000	*	0.0313631510393961
12	90000001	91000000	1000000	*	-0.0164480241757381
12	91000001	92000000	1000000	*	-0.0380272102150817
12	92000001	93000000	1000000	*	0.0288893602889838
12	93000001	94000000	1000000	*	-0.155035797615668
12	94000001	95000000	1000000	*	0.0388760185526734
12	95000001	96000000	1000000	*	-0.0813885624204185
12	96000001	97000000	1000000	*	-0.0547386285907234
12	97000001	98000000	1000000	*	-0.10988546295911
12	98000001	99000000	1000000	*	0.00175004444437407
12	99000001	100000000	1000000	*	-0.049571759590764
12	100000001	101000000	1000000	*	-0.00856293833849323
12	101000001	102000000	1000000	*	-0.0460117165544849
12	102000001	103000000	1000000	*	0.00987264605778513
12	103000001	104000000	1000000	*	0.0469105113982311
12	104000001	105000000	1000000	*	-0.0207972133137702
12	105000001	106000000	1000000	*	-0.0203802460200867
12	106000001	107000000	1000000	*	0.0311604361452285
12	107000001	108000000	1000000	*	-0.0035061084014908
12	108000001	109000000	1000000	*	0.0899153805116805
12	109000001	110000000	1000000	*	NA
12	110000001	111000000	1000000	*	-0.0987260220607082
12	111000001	112000000	1000000	*	-0.141776908598881
12	112000001	113000000	1000000	*	-0.214402562601546
12	113000001	114000000	1000000	*	0.0693492831594835
12	114000001	115000000	1000000	*	0.132929844860233
12	115000001	116000000	1000000	*	-0.0148688277622323
12	116000001	117000000	1000000	*	0.00648889227999033
12	117000001	118000000	1000000	*	-0.0414578811950273
12	118000001	119000000	1000000	*	-0.00220779534738421
12	119000001	120000000	1000000	*	0.0383469727436027
12	120000001	121000000	1000000	*	-0.0402458318949648
12	121000001	122000000	1000000	*	NA
12	122000001	123000000	1000000	*	NA
12	123000001	124000000	1000000	*	NA
12	124000001	125000000	1000000	*	-0.088823433448289
12	125000001	126000000	1000000	*	0.00128720492072982
12	126000001	127000000	1000000	*	-0.0140825264764174
12	127000001	128000000	1000000	*	0.0615956589354395
12	128000001	129000000	1000000	*	0.0598164219071351
12	129000001	130000000	1000000	*	0.08169849178449
12	130000001	131000000	1000000	*	0.0916388837833015
12	131000001	132000000	1000000	*	0.11910168284921
12	133000001	134000000	1000000	*	NA
13	20000001	21000000	1000000	*	-0.0248963054576358
13	21000001	22000000	1000000	*	-0.126603770827935
13	22000001	23000000	1000000	*	-0.0567944589295213
13	23000001	24000000	1000000	*	-0.00308603531518483
13	24000001	25000000	1000000	*	0.0272552912463757
13	25000001	26000000	1000000	*	0.0434541454198654
13	26000001	27000000	1000000	*	-0.0229729755861939
13	27000001	28000000	1000000	*	0.0478141670534053
13	28000001	29000000	1000000	*	-0.0742762669999824
13	29000001	30000000	1000000	*	-0.0283674658105899
13	30000001	31000000	1000000	*	0.00198275472795182
13	31000001	32000000	1000000	*	0.0187165659785223
13	32000001	33000000	1000000	*	0.00898573575513042
13	33000001	34000000	1000000	*	-0.0256435903200098
13	34000001	35000000	1000000	*	0.00228421246094809
13	35000001	36000000	1000000	*	-0.0154797141669581
13	36000001	37000000	1000000	*	0.0480945196605621
13	37000001	38000000	1000000	*	0.0137691370009526
13	38000001	39000000	1000000	*	0.000296703509945838
13	39000001	40000000	1000000	*	-0.0705804773224023
13	40000001	41000000	1000000	*	0.0855654739970214
13	41000001	42000000	1000000	*	-0.103533376224854
13	42000001	43000000	1000000	*	-0.0299285047204474
13	43000001	44000000	1000000	*	-0.00426235657504069
13	44000001	45000000	1000000	*	0.0142273375680706
13	45000001	46000000	1000000	*	-0.0790236248533323
13	46000001	47000000	1000000	*	-0.00153226996675806
13	47000001	48000000	1000000	*	-0.0342308034533174
13	48000001	49000000	1000000	*	-0.0708510922145191
13	49000001	50000000	1000000	*	-0.00596575376043481
13	50000001	51000000	1000000	*	-0.0658042448937365
13	51000001	52000000	1000000	*	0.0707866532016337
13	52000001	53000000	1000000	*	0.0703102167743082
13	53000001	54000000	1000000	*	0.0742959759352671
13	54000001	55000000	1000000	*	0.042505524272366
13	55000001	56000000	1000000	*	0.0215745263469574
13	56000001	57000000	1000000	*	0.0258428346043201
13	57000001	58000000	1000000	*	0.0433524639304183
13	58000001	59000000	1000000	*	-0.111060569561679
13	59000001	60000000	1000000	*	0.0162581147628886
13	60000001	61000000	1000000	*	-0.0391568079448315
13	61000001	62000000	1000000	*	-0.0234309875782345
13	62000001	63000000	1000000	*	-0.0248639135754785
13	63000001	64000000	1000000	*	NA
13	64000001	65000000	1000000	*	-0.0791603968208391
13	65000001	66000000	1000000	*	0.000656531652188626
13	66000001	67000000	1000000	*	0.0524161939931646
13	67000001	68000000	1000000	*	-0.00889605479251215
13	68000001	69000000	1000000	*	0.0721658391517396
13	69000001	70000000	1000000	*	NA
13	70000001	71000000	1000000	*	0.0183749069912908
13	71000001	72000000	1000000	*	0.00529385593268731
13	72000001	73000000	1000000	*	0.00373631527442105
13	73000001	74000000	1000000	*	-0.0626298502471511
13	74000001	75000000	1000000	*	-0.0139030274432765
13	75000001	76000000	1000000	*	0.00806525973849079
13	76000001	77000000	1000000	*	0.054433017973154
13	77000001	78000000	1000000	*	-0.0133794003605789
13	78000001	79000000	1000000	*	0.00377790586225155
13	79000001	80000000	1000000	*	0.0227675693489421
13	80000001	81000000	1000000	*	0.0164213326664862
13	81000001	82000000	1000000	*	-0.0103072639628758
13	82000001	83000000	1000000	*	0.105063596072735
13	83000001	84000000	1000000	*	-0.0697295879016898
13	84000001	85000000	1000000	*	-0.0886144749378144
13	85000001	86000000	1000000	*	-0.0160156446066829
13	87000001	88000000	1000000	*	0.045618024999382
13	88000001	89000000	1000000	*	0.0242900201505805
13	89000001	90000000	1000000	*	0.0298626735898929
13	90000001	91000000	1000000	*	-0.0426361317960446
13	91000001	92000000	1000000	*	-0.0436275839777538
13	92000001	93000000	1000000	*	-0.0162627536160284
13	93000001	94000000	1000000	*	-0.013832996643642
13	94000001	95000000	1000000	*	0.00407274890765563
13	95000001	96000000	1000000	*	0.0342459103283787
13	96000001	97000000	1000000	*	0.016810031675497
13	97000001	98000000	1000000	*	0.00793276273365238
13	98000001	99000000	1000000	*	-0.0467771637213139
13	99000001	100000000	1000000	*	-0.0161752386687104
13	100000001	101000000	1000000	*	-0.0599012978463729
13	101000001	102000000	1000000	*	-0.0469824995081819
13	102000001	103000000	1000000	*	-0.0642521580402155
13	103000001	104000000	1000000	*	-0.0349947363295422
13	104000001	105000000	1000000	*	0.00139165745217659
13	105000001	106000000	1000000	*	-0.0245453627923813
13	106000001	107000000	1000000	*	-0.0454382277139512
13	107000001	108000000	1000000	*	0.0070072619520903
13	108000001	109000000	1000000	*	0.0564622705061185
13	109000001	110000000	1000000	*	-0.0409651764534825
13	110000001	111000000	1000000	*	0.0882082870807272
13	111000001	112000000	1000000	*	0.027400342457208
13	113000001	114000000	1000000	*	0.0765111037422853
14	21000001	22000000	1000000	*	-0.0274717527132332
14	22000001	23000000	1000000	*	-0.230415167156073
14	23000001	24000000	1000000	*	-0.0686319906788094
14	24000001	25000000	1000000	*	-0.0034223319025061
14	25000001	26000000	1000000	*	0.00694891013056852
14	26000001	27000000	1000000	*	0.087538057712824
14	27000001	28000000	1000000	*	0.0748368525652692
14	28000001	29000000	1000000	*	0.0758998664264725
14	29000001	30000000	1000000	*	0.026573874946748
14	30000001	31000000	1000000	*	0.0663200651569757
14	31000001	32000000	1000000	*	-0.136903469086569
14	32000001	33000000	1000000	*	0.0220101331230547
14	33000001	34000000	1000000	*	0.0145965049980033
14	34000001	35000000	1000000	*	0.00272728282993895
14	35000001	36000000	1000000	*	-0.184567531736168
14	36000001	37000000	1000000	*	-0.0220945465790738
14	37000001	38000000	1000000	*	-0.0302987365907932
14	38000001	39000000	1000000	*	-0.015455977455442
14	39000001	40000000	1000000	*	-0.127838990655099
14	40000001	41000000	1000000	*	0.0628058997479857
14	41000001	42000000	1000000	*	-0.0355900603377992
14	42000001	43000000	1000000	*	0.0187993362285028
14	43000001	44000000	1000000	*	-0.0247840271653654
14	44000001	45000000	1000000	*	0.006988806969352
14	45000001	46000000	1000000	*	-0.00392747097799251
14	46000001	47000000	1000000	*	-0.00420048700267184
14	47000001	48000000	1000000	*	0.085412121539235
14	48000001	49000000	1000000	*	-0.0320275978746291
14	49000001	50000000	1000000	*	-0.0647381066594663
14	50000001	51000000	1000000	*	-0.173807206125134
14	51000001	52000000	1000000	*	0.0884309298139369
14	52000001	53000000	1000000	*	-0.11070762071509
14	53000001	54000000	1000000	*	-0.0188713893773479
14	54000001	55000000	1000000	*	-0.0716036543205947
14	55000001	56000000	1000000	*	-0.0819584936633375
14	56000001	57000000	1000000	*	0.0260650972964683
14	57000001	58000000	1000000	*	0.00349646545765648
14	58000001	59000000	1000000	*	-0.0128894542843292
14	59000001	60000000	1000000	*	0.0511284916925975
14	60000001	61000000	1000000	*	-0.0124156618063551
14	61000001	62000000	1000000	*	0.0521749684061095
14	62000001	63000000	1000000	*	-0.0349643022729895
14	63000001	64000000	1000000	*	-0.00856230817381501
14	64000001	65000000	1000000	*	-0.18745986599031
14	65000001	66000000	1000000	*	-0.0216902910288337
14	66000001	67000000	1000000	*	0.0247587430395363
14	67000001	68000000	1000000	*	-0.0543912595945539
14	68000001	69000000	1000000	*	0.0434911831697145
14	69000001	70000000	1000000	*	0.0204421821711842
14	70000001	71000000	1000000	*	-0.0655255567563299
14	71000001	72000000	1000000	*	-0.0526994282957634
14	72000001	73000000	1000000	*	0.0401418508357518
14	73000001	74000000	1000000	*	-0.110805465549791
14	74000001	75000000	1000000	*	-0.1528828839838
14	75000001	76000000	1000000	*	-0.0452613752321857
14	76000001	77000000	1000000	*	-0.0396874042059314
14	77000001	78000000	1000000	*	0.0223435785483352
14	78000001	79000000	1000000	*	-0.0112753834269179
14	79000001	80000000	1000000	*	0.00276131391009328
14	80000001	81000000	1000000	*	0.0547904080203411
14	81000001	82000000	1000000	*	0.00485994718135968
14	82000001	83000000	1000000	*	0.0217996642997702
14	83000001	84000000	1000000	*	-0.0353037992166614
14	84000001	85000000	1000000	*	0.020691707744231
14	85000001	86000000	1000000	*	-0.0184787297116137
14	86000001	87000000	1000000	*	-0.0399106403570675
14	87000001	88000000	1000000	*	0.0528944342594547
14	88000001	89000000	1000000	*	0.0642377162429545
14	89000001	90000000	1000000	*	0.0709928862821861
14	90000001	91000000	1000000	*	-0.00109968663297651
14	91000001	92000000	1000000	*	-0.0585524269144286
14	92000001	93000000	1000000	*	0.0402743700106239
14	93000001	94000000	1000000	*	0.0116559012246803
14	94000001	95000000	1000000	*	0.0187651469982629
14	95000001	96000000	1000000	*	0.0595033537361022
14	96000001	97000000	1000000	*	0.00550389786918505
14	97000001	98000000	1000000	*	-0.0123691186760925
14	98000001	99000000	1000000	*	0.0859585278787372
14	99000001	100000000	1000000	*	0.0108117128774357
14	100000001	101000000	1000000	*	0.0599546469941897
14	101000001	102000000	1000000	*	0.00162252851935398
14	102000001	103000000	1000000	*	0.00624338840564068
14	103000001	104000000	1000000	*	0.0179678670934535
14	104000001	105000000	1000000	*	-0.0168941686113781
14	105000001	106000000	1000000	*	NA
15	25000001	26000000	1000000	*	-0.0777873107083461
15	26000001	27000000	1000000	*	0.0792296015910056
15	27000001	28000000	1000000	*	NA
15	31000001	32000000	1000000	*	0.0121439034522149
15	33000001	34000000	1000000	*	0.023504114413758
15	34000001	35000000	1000000	*	-0.0850921698634095
15	35000001	36000000	1000000	*	0.0432839194394843
15	36000001	37000000	1000000	*	-0.0181042004565007
15	37000001	38000000	1000000	*	0.035544251879724
15	38000001	39000000	1000000	*	0.0433743191535523
15	39000001	40000000	1000000	*	0.0235168846966666
15	40000001	41000000	1000000	*	-0.023390697886002
15	41000001	42000000	1000000	*	-0.117658755234281
15	42000001	43000000	1000000	*	-0.0668957117046387
15	43000001	44000000	1000000	*	-0.122173888298016
15	44000001	45000000	1000000	*	-0.110417028275691
15	45000001	46000000	1000000	*	-0.0127419093725822
15	46000001	47000000	1000000	*	0.0223395733610177
15	47000001	48000000	1000000	*	0.0287214489518972
15	48000001	49000000	1000000	*	-0.0525549950766727
15	49000001	50000000	1000000	*	0.0411033093826812
15	50000001	51000000	1000000	*	-0.0677974388561359
15	51000001	52000000	1000000	*	-0.082429753767497
15	52000001	53000000	1000000	*	-0.0334944457308952
15	53000001	54000000	1000000	*	0.071245318632349
15	54000001	55000000	1000000	*	-0.00761766778179669
15	55000001	56000000	1000000	*	-0.0924122911943931
15	56000001	57000000	1000000	*	-0.0485101818646459
15	57000001	58000000	1000000	*	-0.0540527281625329
15	58000001	59000000	1000000	*	0.0426341484602345
